TradingDate,TradingPeriod,Benmore,Haywards,Otahuhu
15/01/2019,3,82.38,81.81,83.23
15/01/2019,4,75,40.1,41.44
15/01/2019,5,60,59.58,61.29
15/01/2019,6,60,59.58,60.62
15/01/2019,7,60,59.58,60.45
15/01/2019,8,60,59.58,60.45
15/01/2019,9,67.29,66.82,68
15/01/2019,10,85.47,61.38,63.48
15/01/2019,11,75,74.48,76.31
15/01/2019,12,57.9,58.33,61.02
15/01/2019,13,86.34,87,90.09
15/01/2019,14,99.81,100.75,106.77
15/01/2019,15,94.51,95.41,101.38
15/01/2019,16,95.8,98.95,108.17
15/01/2019,17,104.57,108,118.26
15/01/2019,18,104.93,108.38,118.88
15/01/2019,19,122.31,126.96,139.75
15/01/2019,20,103.37,107.31,118.19
15/01/2019,21,105.23,109.24,121.31
15/01/2019,22,98.02,101.81,114.45
15/01/2019,23,92.8,95.86,107.88
15/01/2019,24,91.73,95.23,107.52
15/01/2019,25,104.69,108.13,118.51
15/01/2019,26,104.46,107.89,118.49
15/01/2019,27,117.98,121.86,134.02
15/01/2019,28,104.33,107.75,118.51
15/01/2019,29,98.29,101.52,112.51
15/01/2019,30,87.62,90.5,99.34
15/01/2019,31,92.05,95.08,104.35
15/01/2019,32,112.51,116.21,127.51
15/01/2019,33,115.49,119.28,130.8
15/01/2019,34,104.38,107.81,118.25
15/01/2019,35,104.9,108.34,118.06
15/01/2019,36,104.99,108.43,118.32
15/01/2019,37,87.57,90.44,98.58
15/01/2019,38,105.22,108.68,118.12
15/01/2019,39,108.45,112.01,118.89
15/01/2019,40,91.2,92.07,98.44
15/01/2019,41,96.26,97.18,104.46
15/01/2019,42,87.62,90.49,97.6
15/01/2019,43,87.69,90.57,98.13
15/01/2019,44,88.27,91.17,98.74
15/01/2019,45,87,87.74,93.87
15/01/2019,46,84.13,84.76,88.57
15/01/2019,47,112.53,113.37,118.24
15/01/2019,48,106.82,107.62,112.8
16/01/2019,1,87,87.65,92.69
16/01/2019,2,76.38,75.85,80.26
16/01/2019,3,91.09,90.46,94.41
16/01/2019,4,94.85,94.19,98.22
16/01/2019,5,94.94,94.28,98.09
16/01/2019,6,87,86.4,89.88
16/01/2019,7,76.49,75.97,79.04
16/01/2019,8,76.49,75.96,79.03
16/01/2019,9,87,86.4,90.03
16/01/2019,10,88.86,88.24,91.97
16/01/2019,11,103.42,102.7,107.07
16/01/2019,12,87,87.65,92.03
16/01/2019,13,87,87.76,92.05
16/01/2019,14,89.82,90.68,95.42
16/01/2019,15,117,118.09,124.43
16/01/2019,16,117.88,121.76,132.28
16/01/2019,17,110.72,114.35,125.01
16/01/2019,18,113.42,117.72,128.6
16/01/2019,19,103.13,107.12,118.48
16/01/2019,20,103.05,106.98,118.44
16/01/2019,21,94.72,98.33,109.37
16/01/2019,22,100.06,103.87,115.56
16/01/2019,23,97.71,101.44,112.89
16/01/2019,24,102.51,106.41,118.46
16/01/2019,25,101.06,104.92,116.82
16/01/2019,26,102.57,106.48,118.46
16/01/2019,27,110.4,114.6,127.56
16/01/2019,28,107.4,111.49,123.5
16/01/2019,29,109.42,113.59,125.76
16/01/2019,30,106.62,110.68,122.68
16/01/2019,31,102.45,106.35,118.47
16/01/2019,32,104.36,110.55,123.17
16/01/2019,33,102.05,107.38,119.21
16/01/2019,34,102.07,108.12,120.41
16/01/2019,35,100.42,106.37,118.51
16/01/2019,36,104.77,110.98,123.53
16/01/2019,37,104.61,110.81,121.06
16/01/2019,38,103.79,109.94,120.14
16/01/2019,39,105.18,111.42,121.69
16/01/2019,40,104.52,110.72,119.12
16/01/2019,41,104.53,110.73,118.9
16/01/2019,42,103.39,109.52,118.63
16/01/2019,43,105.33,111.58,121.54
16/01/2019,44,115.62,120.09,127.22
16/01/2019,45,123.05,127.8,135.95
16/01/2019,46,122.88,127.62,135.1
16/01/2019,47,128.74,133.7,140.95
16/01/2019,48,116.37,120.2,125.85
17/01/2019,1,114.98,118.75,124.13
17/01/2019,2,112.88,116.59,120.9
17/01/2019,3,111.65,115.31,120.03
17/01/2019,4,111.72,115.39,119.39
17/01/2019,5,111.75,115.42,119.42
17/01/2019,6,110.44,114.07,118.02
17/01/2019,7,105.8,109.27,113.08
17/01/2019,8,110.42,114.05,118.02
17/01/2019,9,102.56,105.92,109.81
17/01/2019,10,109.5,113.1,118.02
17/01/2019,11,113.62,117.35,122.27
17/01/2019,12,114.94,119.31,126.25
17/01/2019,13,112.19,115.87,119.94
17/01/2019,14,128.93,133.16,137.62
17/01/2019,15,151.49,156.46,160.82
17/01/2019,16,130.68,135.72,142.67
17/01/2019,17,142.78,148.28,156.05
17/01/2019,18,142.77,148.31,155.95
17/01/2019,19,122.18,126.93,134.04
17/01/2019,20,122.16,126.91,134.67
17/01/2019,21,122.06,126.81,134.26
17/01/2019,22,121.7,126.44,134.19
17/01/2019,23,129.07,134.09,143.35
17/01/2019,24,113.67,117.4,124.38
17/01/2019,25,111.32,114.97,123.04
17/01/2019,26,116.32,120.14,127.15
17/01/2019,27,117.5,121.36,128.54
17/01/2019,28,117.95,122.81,130.9
17/01/2019,29,124.66,129.51,138.11
17/01/2019,30,118.77,122.67,128.32
17/01/2019,31,122.49,127.26,133.27
17/01/2019,32,121.16,125.88,132.67
17/01/2019,33,121.33,126.06,133.6
17/01/2019,34,108.09,112.32,118.26
17/01/2019,35,101.97,105.32,109.49
17/01/2019,36,108.8,113.05,118.12
17/01/2019,37,115.48,119.27,124.35
17/01/2019,38,118.62,122.52,126.67
17/01/2019,39,118.38,122.27,125.07
17/01/2019,40,114.48,115.66,118.26
17/01/2019,41,110.9,112.05,114.45
17/01/2019,42,115.08,116.21,118.46
17/01/2019,43,121.59,122.83,125.9
17/01/2019,44,114.62,115.53,118.17
17/01/2019,45,103.51,104.29,106.74
17/01/2019,46,103.42,102.81,104.57
17/01/2019,47,110.98,111.8,113.89
17/01/2019,48,104.29,105.07,106.33
18/01/2019,1,121.17,120.4,120.96
18/01/2019,2,106.49,107.28,108.48
18/01/2019,3,98.22,90.78,91.61
18/01/2019,4,93.26,90.74,91.61
18/01/2019,5,89.38,90.05,91.57
18/01/2019,6,81.16,81.77,83.16
18/01/2019,7,77.62,78.19,79.51
18/01/2019,8,19.77,19.92,20.38
18/01/2019,9,17.46,20.03,20.38
18/01/2019,10,86.1,86.75,88.28
18/01/2019,11,101.47,102.33,104.13
18/01/2019,12,88.21,88.98,91.6
18/01/2019,13,106.82,110.33,114.42
18/01/2019,14,117,120.84,125.31
18/01/2019,15,117,120.84,123.27
18/01/2019,16,110.2,114.5,118.43
18/01/2019,17,123.02,127.81,135.66
18/01/2019,18,124.52,129.26,137.28
18/01/2019,19,139.7,147.98,157.22
18/01/2019,20,139.8,148.08,159.08
18/01/2019,21,139.82,148.11,161.13
18/01/2019,22,127.14,134.68,143.17
18/01/2019,23,118.13,125.14,135.81
18/01/2019,24,115.8,122.66,132.06
18/01/2019,25,119,126.05,133.43
18/01/2019,26,120.25,124.83,132.94
18/01/2019,27,137,142.21,151.82
18/01/2019,28,137,142.21,151.86
18/01/2019,29,135.24,140.39,150.02
18/01/2019,30,123,127.72,137.64
18/01/2019,31,134.8,139.97,149.5
18/01/2019,32,134.8,139.97,151.08
18/01/2019,33,135.3,140.58,151.92
18/01/2019,34,134.8,140.08,151.38
18/01/2019,35,120.8,125.53,134.2
18/01/2019,36,122.39,127.14,134.06
18/01/2019,37,128,132.98,139.56
18/01/2019,38,128,132.98,139.04
18/01/2019,39,129.31,134.35,140.47
18/01/2019,40,132.79,137.96,143.54
18/01/2019,41,128,132.86,137.86
18/01/2019,42,126.65,130.81,134.15
18/01/2019,43,128,132.2,136.23
18/01/2019,44,128,132.2,136.65
18/01/2019,45,128,132.2,136.1
18/01/2019,46,115.92,119.73,122.06
18/01/2019,47,114.54,118.31,120.61
18/01/2019,48,117.01,118.23,118.54
19/01/2019,1,138.69,140.01,140.44
19/01/2019,2,114.45,113.04,113.09
19/01/2019,3,128,128.95,125.74
19/01/2019,4,115.18,116.04,113.02
19/01/2019,5,105.78,94.11,91.67
19/01/2019,6,113.92,88.07,85.86
19/01/2019,7,114.25,94.78,91.66
19/01/2019,8,117.64,94.31,91.67
19/01/2019,9,116.58,94.04,91.67
19/01/2019,10,128,94.31,91.66
19/01/2019,11,132.04,121.63,118.13
19/01/2019,12,117.93,118.81,118.19
19/01/2019,13,128,128.95,129.77
19/01/2019,14,128,129.23,132.36
19/01/2019,15,119.54,114.87,117.82
19/01/2019,16,119.61,120.96,123.11
19/01/2019,17,119.48,120.83,125.15
19/01/2019,18,110.07,112.8,117.91
19/01/2019,19,108.39,111.95,117.91
19/01/2019,20,108.82,111.69,117.94
19/01/2019,21,109.56,113.16,120.62
19/01/2019,22,110.05,113.67,121.16
19/01/2019,23,109.54,113.14,120.69
19/01/2019,24,107.28,110.8,118.19
19/01/2019,25,109.26,110.63,118.19
19/01/2019,26,109.27,110.65,118.19
19/01/2019,27,109.84,110.8,117.44
19/01/2019,28,115.01,116.11,122.13
19/01/2019,29,111.03,112.11,117.92
19/01/2019,30,108.42,109.38,114.45
19/01/2019,31,107.83,108.87,114.49
19/01/2019,32,108.57,109.55,115.45
19/01/2019,33,110.42,111.47,117.99
19/01/2019,34,108.53,109.49,117.57
19/01/2019,35,109.88,110.85,118.05
19/01/2019,36,112.56,113.55,120.2
19/01/2019,37,108.14,109.08,117.23
19/01/2019,38,108.14,109.08,117.22
19/01/2019,39,109.79,110.75,118.06
19/01/2019,40,112.68,113.67,120.36
19/01/2019,41,110.2,111.17,118.19
19/01/2019,42,110.3,111.28,118.19
19/01/2019,43,126.23,127.34,135.72
19/01/2019,44,112.94,113.94,118.19
19/01/2019,45,94.98,95.69,98.67
19/01/2019,46,89.44,90.1,93.09
19/01/2019,47,113.79,90.2,92.78
19/01/2019,48,83.04,96,97.21
20/01/2019,1,103.91,117.52,118.17
20/01/2019,2,98.48,110.47,111.1
20/01/2019,3,82.65,94.78,95.23
20/01/2019,4,76.23,93.67,95.41
20/01/2019,5,70,76.7,78.15
20/01/2019,6,85.12,84.69,84.39
20/01/2019,7,84.97,84.63,84.16
20/01/2019,8,98.94,98.79,98.2
20/01/2019,9,111.78,111.63,108.23
20/01/2019,10,112.1,121.89,118.14
20/01/2019,11,103.15,114.28,110.82
20/01/2019,12,70.35,70.87,72.73
20/01/2019,13,70,70.52,72.86
20/01/2019,14,75,75.56,77.61
20/01/2019,15,103.89,104.66,107.54
20/01/2019,16,74.31,74.97,78.1
20/01/2019,17,75.74,76.42,80.83
20/01/2019,18,92.14,95.17,98.97
20/01/2019,19,75.55,78.03,80.7
20/01/2019,20,74.82,77.28,81.39
20/01/2019,21,73.09,75.86,80.76
20/01/2019,22,73.02,75.79,80.76
20/01/2019,23,73.08,75.84,80.77
20/01/2019,24,74.47,77.29,81.86
20/01/2019,25,73.63,76.42,80.89
20/01/2019,26,67,69.54,73.62
20/01/2019,27,67,69.54,74.1
20/01/2019,28,72.62,75.37,80.46
20/01/2019,29,72.8,75.56,80.66
20/01/2019,30,66.61,68.8,73.55
20/01/2019,31,59,60.94,66.07
20/01/2019,32,59,60.94,65.46
20/01/2019,33,59,60.94,66
20/01/2019,34,65.78,67.94,73.02
20/01/2019,35,72.51,74.89,80.17
20/01/2019,36,106.74,110.25,117.9
20/01/2019,37,106.8,110.31,118.05
20/01/2019,38,105.76,109.23,116.77
20/01/2019,39,105.52,108.98,116.51
20/01/2019,40,78.24,78.94,84.32
20/01/2019,41,105.32,106.25,112.4
20/01/2019,42,105.5,106.43,112.67
20/01/2019,43,114.6,115.61,123.26
20/01/2019,44,110.48,111.46,118.74
20/01/2019,45,110.19,111.15,117.1
20/01/2019,46,109.34,110.18,113.38
20/01/2019,47,108.9,109.71,111.22
20/01/2019,48,108.04,80.62,80.73
21/01/2019,1,104.88,91.21,92.1
21/01/2019,2,104.55,104.46,104.59
21/01/2019,3,67,67.33,69.12
21/01/2019,4,59,58.8,59.72
21/01/2019,5,59,58.51,59.42
21/01/2019,6,59,58.51,59.11
21/01/2019,7,43.68,43.32,43.57
21/01/2019,8,43.68,43.32,44.14
21/01/2019,9,92.96,92.18,93.94
21/01/2019,10,104.24,103.76,106.53
21/01/2019,11,109.77,109.8,111.93
21/01/2019,12,106.6,105.88,108.76
21/01/2019,13,114.05,113.27,116.08
21/01/2019,14,110.8,111.64,116.16
21/01/2019,15,104.38,105.31,111.86
21/01/2019,16,114.18,115.23,123.13
21/01/2019,17,114.47,115.48,125.34
21/01/2019,18,114.81,118.58,130.63
21/01/2019,19,113.52,117.24,129.42
21/01/2019,20,106.76,110.27,121.75
21/01/2019,21,104.97,108.42,119.75
21/01/2019,22,121.48,125.47,138.58
21/01/2019,23,117.65,121.51,135.27
21/01/2019,24,126,130.78,146.11
21/01/2019,25,130.56,135.82,151.96
21/01/2019,26,130.56,135.82,151.82
21/01/2019,27,130.12,135.1,151
21/01/2019,28,130,134.27,150.11
21/01/2019,29,127.25,131.43,145.35
21/01/2019,30,117.49,121.35,135.04
21/01/2019,31,120.03,123.97,138.58
21/01/2019,32,124.18,128.26,143.46
21/01/2019,33,126.94,131.11,145.52
21/01/2019,34,118.67,122.57,134.7
21/01/2019,35,109.36,112.95,124.14
21/01/2019,36,112.19,115.87,127.36
21/01/2019,37,105.27,108.73,119.49
21/01/2019,38,115.88,120.27,132.73
21/01/2019,39,112.44,116.14,126.93
21/01/2019,40,126.69,131.5,143.4
21/01/2019,41,132.49,137.66,149.43
21/01/2019,42,145.63,152.4,166.71
21/01/2019,43,183.95,194.85,213.79
21/01/2019,44,169.76,176.49,188.64
21/01/2019,45,189.2,196.59,208.17
21/01/2019,46,113.12,116.84,120.41
21/01/2019,47,104,107.41,111.99
21/01/2019,48,106.66,107.58,111.73
22/01/2019,1,95.71,96.53,99.98
22/01/2019,2,99.45,100.3,104.54
22/01/2019,3,98.01,98.85,100.85
22/01/2019,4,97.71,98.54,100.52
22/01/2019,5,94.23,94.13,95.45
22/01/2019,6,94.28,94.97,96.28
22/01/2019,7,93.52,94.32,96.33
22/01/2019,8,90.77,91.45,92.72
22/01/2019,9,94.23,94.93,96.18
22/01/2019,10,91.01,91.79,93.05
22/01/2019,11,102.48,105.85,111.74
22/01/2019,12,114.76,118.53,125.17
22/01/2019,13,115.81,120.21,126.96
22/01/2019,14,113.78,118.1,126.95
22/01/2019,15,112.75,117.04,127.36
22/01/2019,16,112.7,117.17,128.34
22/01/2019,17,110.09,115.5,128.57
22/01/2019,18,109.9,116.41,129.73
22/01/2019,19,116.96,121.51,134.38
22/01/2019,20,116.64,121.38,135.2
22/01/2019,21,121.86,126.8,139.44
22/01/2019,22,123.73,128.75,141.77
22/01/2019,23,124.13,129.16,144.64
22/01/2019,24,122.99,127.97,143.27
22/01/2019,25,119.65,124.34,139.35
22/01/2019,26,111.61,116.02,129.84
22/01/2019,27,121.3,126.22,144
22/01/2019,28,123,127.98,145.98
22/01/2019,29,128.26,133.11,148.16
22/01/2019,30,132.27,136.62,151.9
22/01/2019,31,134.06,138.46,153.96
22/01/2019,32,135.86,140.32,156
22/01/2019,33,133.02,138.05,153.93
22/01/2019,34,128.87,133.1,148.2
22/01/2019,35,121.64,125.64,139.78
22/01/2019,36,121.41,125.39,137.83
22/01/2019,37,121.51,125.5,137.85
22/01/2019,38,121.79,125.8,138.1
22/01/2019,39,124.82,128.92,141.57
22/01/2019,40,124.67,128.76,138.54
22/01/2019,41,123.14,127.18,136.61
22/01/2019,42,127.95,132.15,143.45
22/01/2019,43,139.25,143.82,153.61
22/01/2019,44,126.19,130.34,139.06
22/01/2019,45,125.24,126.34,133.61
22/01/2019,46,120,121.12,126.97
22/01/2019,47,120.94,121.98,126.98
22/01/2019,48,112.24,112.78,117.84
23/01/2019,1,107.5,108.3,110.5
23/01/2019,2,116.25,115.45,117.76
23/01/2019,3,110.4,109.64,111.39
23/01/2019,4,103.02,102.3,103.95
23/01/2019,5,98.61,97.93,99.54
23/01/2019,6,77,83.67,84.76
23/01/2019,7,49.87,56.65,56.76
23/01/2019,8,21,20.85,21.12
23/01/2019,9,75,81.68,82.5
23/01/2019,10,86.27,85.67,87.06
23/01/2019,11,105.21,104.48,106.48
23/01/2019,12,100.96,101.47,106.33
23/01/2019,13,102.72,103.61,109.5
23/01/2019,14,112.02,113,119.39
23/01/2019,15,112.97,116.68,125.55
23/01/2019,16,111.95,115.63,126.12
23/01/2019,17,118.78,122.68,135.49
23/01/2019,18,132.12,136.46,153.22
23/01/2019,19,121.41,125.4,140.48
23/01/2019,20,121.81,125.81,141.1
23/01/2019,21,130.35,135.52,152.22
23/01/2019,22,137.4,142.65,160.21
23/01/2019,23,130.17,135.34,152.18
23/01/2019,24,125.54,129.66,153.72
23/01/2019,25,124.86,129.58,153.54
23/01/2019,26,132.37,136.71,153.47
23/01/2019,27,132.62,137.64,154.87
23/01/2019,28,139.45,144.72,162.54
23/01/2019,29,133.67,138.06,154.9
23/01/2019,30,139.33,143.91,161.28
23/01/2019,31,137.32,141.83,159.05
23/01/2019,32,139.33,144.61,160.84
23/01/2019,33,138.73,144.11,160.4
23/01/2019,34,139.34,145.07,160.23
23/01/2019,35,142.05,147.59,165.18
23/01/2019,36,139.8,145.43,162.06
23/01/2019,37,142.26,147.65,162.25
23/01/2019,38,142.26,147.65,161
23/01/2019,39,139.42,144.7,156.98
23/01/2019,40,121.14,125.12,134.42
23/01/2019,41,116.24,120.06,127.64
23/01/2019,42,118.81,122.71,130.74
23/01/2019,43,122.92,126.96,133.2
23/01/2019,44,112.41,113.45,118.85
23/01/2019,45,117.98,119.06,124.69
23/01/2019,46,113.07,114.06,117.88
23/01/2019,47,118.82,119.83,122.67
23/01/2019,48,118.26,119.21,122.01
24/01/2019,1,102.01,102.77,105.03
24/01/2019,2,95.08,95.79,97.83
24/01/2019,3,92.98,93.67,95.52
24/01/2019,4,93.02,93.72,95.64
24/01/2019,5,93.45,94.15,96.55
24/01/2019,6,101.76,102.52,106.08
24/01/2019,7,93.21,93.9,95.79
24/01/2019,8,88.88,89.54,90.73
24/01/2019,9,92.09,92.77,94.83
24/01/2019,10,97.59,98.31,100.51
24/01/2019,11,101.87,101.87,104.93
24/01/2019,12,101.79,102.68,107.61
24/01/2019,13,112.07,113.04,119.28
24/01/2019,14,114.88,118.66,126.44
24/01/2019,15,114.96,118.74,127.4
24/01/2019,16,128.58,132.8,143.93
24/01/2019,17,127.17,131.35,144.28
24/01/2019,18,133.14,138.29,154.68
24/01/2019,19,136.72,142.01,158.1
24/01/2019,20,133.74,138.92,155.41
24/01/2019,21,128.5,133.48,148.57
24/01/2019,22,122.19,127.17,141.55
24/01/2019,23,126.57,131.42,146.29
24/01/2019,24,130.12,135.53,150.85
24/01/2019,25,133.73,139.14,155.45
24/01/2019,26,133.11,138.49,154.95
24/01/2019,27,133.08,140.37,155.16
24/01/2019,28,131.34,136.67,150.72
24/01/2019,29,130.12,135.4,150.25
24/01/2019,30,129.09,135.57,151.49
24/01/2019,31,131.38,139.16,155.76
24/01/2019,32,129.82,136.65,150.73
24/01/2019,33,127.37,134.92,149.14
24/01/2019,34,127.98,135.57,150.59
24/01/2019,35,112.08,118.72,128.77
24/01/2019,36,114.64,119.3,128.43
24/01/2019,37,114.61,121.41,131.05
24/01/2019,38,112.97,119.15,128.4
24/01/2019,39,113.61,118.26,125.48
24/01/2019,40,107.29,111.95,117.99
24/01/2019,41,112.96,118.94,127.49
24/01/2019,42,129.22,134.42,142.76
24/01/2019,43,135.54,143.58,154.15
24/01/2019,44,130.09,137.8,146.89
24/01/2019,45,119.85,124.69,129.37
24/01/2019,46,129.93,134.85,139.86
24/01/2019,47,133.1,137.47,142.12
24/01/2019,48,119.84,123.77,126.92
25/01/2019,1,114.45,118.2,120.92
25/01/2019,2,124.81,125.9,127.16
25/01/2019,3,123.68,124.76,127.09
25/01/2019,4,114.77,115.77,117.95
25/01/2019,5,114.2,115.19,117.93
25/01/2019,6,113.47,114.45,117.93
25/01/2019,7,113.38,114.36,117.94
25/01/2019,8,108.68,109.62,111.73
25/01/2019,9,102.17,103.06,106.35
25/01/2019,10,113.36,114.34,117.94
25/01/2019,11,122.14,123.3,127.08
25/01/2019,12,117.37,121.22,126.43
25/01/2019,13,117.59,122.08,126.58
25/01/2019,14,116.97,121.44,126.9
25/01/2019,15,124.7,132.09,139.91
25/01/2019,16,122.37,129.63,137.68
25/01/2019,17,123.73,131.39,143.64
25/01/2019,18,131.19,140.51,153.58
25/01/2019,19,134.67,144.23,161.04
25/01/2019,20,132.21,141.64,159.27
25/01/2019,21,132.12,141.53,157.86
25/01/2019,22,132.4,141.84,159.62
25/01/2019,23,134.23,143.79,161.93
25/01/2019,24,132.41,141.85,159.63
25/01/2019,25,132.41,141.85,159.64
25/01/2019,26,128.4,137.56,155.02
25/01/2019,27,128.41,137.6,154.92
25/01/2019,28,130.42,139.72,155.73
25/01/2019,29,129.12,138.33,152.69
25/01/2019,30,131.83,140.6,154.96
25/01/2019,31,128.06,136.87,152.13
25/01/2019,32,131.84,139.8,155.1
25/01/2019,33,129.95,138.89,154.16
25/01/2019,34,115.15,123.07,136.59
25/01/2019,35,109.84,116.35,127.99
25/01/2019,36,113.98,120.73,131.02
25/01/2019,37,114.96,121.78,129.62
25/01/2019,38,113.15,119.86,127.6
25/01/2019,39,105.14,111.37,118.03
25/01/2019,40,104.67,110.04,117.9
25/01/2019,41,110.58,115.1,121.97
25/01/2019,42,115.18,119.87,127.06
25/01/2019,43,125.47,130.55,138.08
25/01/2019,44,117.45,122.22,127.2
25/01/2019,45,134,138.4,143.67
25/01/2019,46,117.9,121.78,126.41
25/01/2019,47,113.62,114.6,117.86
25/01/2019,48,109.32,110.26,114.34
26/01/2019,1,77.52,78.1,80.08
26/01/2019,2,110.42,111.24,114.03
26/01/2019,3,90.62,91.29,93.51
26/01/2019,4,84.93,85.56,87.67
26/01/2019,5,77.26,77.83,79.77
26/01/2019,6,78.17,78.75,80.72
26/01/2019,7,76.36,76.93,78.98
26/01/2019,8,70.24,70.76,72.64
26/01/2019,9,71.25,70.76,72.64
26/01/2019,10,71.16,70.67,72.65
26/01/2019,11,76,70.6,72.66
26/01/2019,12,60.51,60.97,64.55
26/01/2019,13,74.13,74.68,78.42
26/01/2019,14,82.45,83.06,86.04
26/01/2019,15,87.51,88.57,94.68
26/01/2019,16,98.96,100.12,107.3
26/01/2019,17,119.15,123.06,129.85
26/01/2019,18,74.03,76.48,81.68
26/01/2019,19,72.29,75.1,82.65
26/01/2019,20,82.49,85.94,94.57
26/01/2019,21,74.95,77.92,85.76
26/01/2019,22,74.02,76.94,84.59
26/01/2019,23,74.06,76.98,84.69
26/01/2019,24,74.02,76.94,84.59
26/01/2019,25,74.16,77.11,85.86
26/01/2019,26,69.07,71.69,79.87
26/01/2019,27,71.14,73.86,80.29
26/01/2019,28,73.36,75.76,81.61
26/01/2019,29,71.58,73.93,79.64
26/01/2019,30,72.08,74.45,80.19
26/01/2019,31,75.66,78.14,83.47
26/01/2019,32,75.7,78.18,83.54
26/01/2019,33,75.31,77.81,83.55
26/01/2019,34,82.51,85.24,91.52
26/01/2019,35,90.16,93.15,100.97
26/01/2019,36,103.41,107.35,116.31
26/01/2019,37,101.15,104.99,113.82
26/01/2019,38,88.5,91.42,99.07
26/01/2019,39,72.57,74.98,81.25
26/01/2019,40,70,72.3,78.35
26/01/2019,41,70,72.3,78.39
26/01/2019,42,58,60.2,66.26
26/01/2019,43,75.99,78.48,85.05
26/01/2019,44,71.57,73.92,80.19
26/01/2019,45,77.86,78.54,83.96
26/01/2019,46,77.92,78.68,83.82
26/01/2019,47,77.87,78.57,83.43
26/01/2019,48,75.78,76.35,79.84
27/01/2019,1,94.66,77.35,80.32
27/01/2019,2,77.87,77.33,80.05
27/01/2019,3,66.8,67.3,69.89
27/01/2019,4,64.51,64.99,67.81
27/01/2019,5,66.48,66.02,68.55
27/01/2019,6,64.41,63.96,66.99
27/01/2019,7,23,22.46,23.3
27/01/2019,8,23,22.33,23.27
27/01/2019,9,18,22.6,23.35
27/01/2019,10,65.65,65.2,67.71
27/01/2019,11,87.17,86.57,89.82
27/01/2019,12,85.68,86.32,90.16
27/01/2019,13,87.15,87.79,91.7
27/01/2019,14,85.62,86.26,90.24
27/01/2019,15,81.43,82.14,89.25
27/01/2019,16,81.69,82.4,89.31
27/01/2019,17,82.02,84.71,90.21
27/01/2019,18,57,58.87,62.87
27/01/2019,19,68,70.23,77.46
27/01/2019,20,68.06,70.29,77.3
27/01/2019,21,85.51,88.32,95.33
27/01/2019,22,84.4,87.17,95.43
27/01/2019,23,84.4,87.18,94.64
27/01/2019,24,69.58,71.87,77.69
27/01/2019,25,87.04,89.9,95.96
27/01/2019,26,104.01,108.07,117.75
27/01/2019,27,103.89,107.82,115.79
27/01/2019,28,103.51,106.91,114.87
27/01/2019,29,103,106.38,115.05
27/01/2019,30,103.82,107.23,115.97
27/01/2019,31,111.55,115.21,124.62
27/01/2019,32,126.45,131.37,142.31
27/01/2019,33,112.44,116.82,125.41
27/01/2019,34,128.33,133.32,144.4
27/01/2019,35,128.48,133.48,144.78
27/01/2019,36,114.07,118.52,129.02
27/01/2019,37,131.76,136.88,147.62
27/01/2019,38,131.81,136.93,147.67
27/01/2019,39,127.77,132.75,143.12
27/01/2019,40,103.86,107.27,115.26
27/01/2019,41,132.58,136.93,146.44
27/01/2019,42,115.42,119.93,130.53
27/01/2019,43,142.29,146.97,158.53
27/01/2019,44,126.25,130.4,139.26
27/01/2019,45,114.22,117.97,125.77
27/01/2019,46,83.16,84,89.01
27/01/2019,47,100.85,101.61,105.77
27/01/2019,48,83.51,84.13,87.42
28/01/2019,1,112.58,111.88,115.64
28/01/2019,2,104.41,83.15,86.01
28/01/2019,3,74.93,87.24,90.06
28/01/2019,4,73.53,85.03,87.8
28/01/2019,5,72.65,72.14,74.52
28/01/2019,6,104.29,69.39,71.96
28/01/2019,7,104.21,62,64.35
28/01/2019,8,62,61.57,63.9
28/01/2019,9,62.27,66.56,69.02
28/01/2019,10,62,61.78,63.76
28/01/2019,11,62,61.78,63.7
28/01/2019,12,48,52.39,54.09
28/01/2019,13,68.8,69.31,71.24
28/01/2019,14,87.08,87.73,88.66
28/01/2019,15,84.43,85.27,86.45
28/01/2019,16,90.17,90.84,92.32
28/01/2019,17,104.92,106.13,108.67
28/01/2019,18,102.58,103.77,106.37
28/01/2019,19,115.21,118.99,123.57
28/01/2019,20,116.11,119.92,126.07
28/01/2019,21,118.63,122.53,128.8
28/01/2019,22,118.51,122.4,128.66
28/01/2019,23,128.89,133.13,140.09
